Rank,RO,ST,Locid,city,Airport Name,S/L,Hub,CY 18 Enplanements,CY 17 Enplanements,% Change
1426,SO,KY,BRY,Bardstown,Samuels Field,GA,None,10,0,0.00%
1498,SO,KY,DVK,Danville,Stuart Powell Field,GA,None,7,0,0.00%
1524,SO,KY,6I2,Springfield,Lebanon Springfield-George Hoerter Field,GA,None,6,0,0.00%
1539,SO,KY,IOB,Mount Sterling,Mount Sterling-Montgomery County,GA,None,6,0,0.00%
1618,SO,KY,CPF,Hazard,Wendell H Ford,GA,None,4,0,0.00%
1711,SO,KY,RGA,Richmond,Central Kentucky Regional,GA,None,3,0,0.00%
1866,SO,KY,SJS,Debord,Big Sandy Regional,GA,None,1,0,0.00%
38,SW,LA,MSY,Metairie,Louis Armstrong New Orleans International,P,M,"6,582,066","6,022,318",9.29%
142,SW,LA,BTR,Baton Rouge,"Baton Rouge Metropolitan, Ryan Field",P,N,"390,107","377,670",3.29%
169,SW,LA,SHV,Shreveport,Shreveport Regional,P,N,"291,136","267,646",8.78%
180,SW,LA,LFT,Lafayette,Lafayette Regional/Paul Fournet Field,P,N,"223,529","202,640",10.31%
209,SW,LA,AEX,Alexandria,Alexandria International,P,N,"143,173","156,145",-8.31%
229,SW,LA,MLU,Monroe,Monroe Regional,P,N,"107,107","103,547",3.44%
267,SW,LA,LCH,Lake Charles,Lake Charles Regional,P,N,"58,122","50,899",14.19%
686,SW,LA,BAD,Bossier City,Barksdale AFB,GA,None,713,"1,448",-50.76%
715,SW,LA,NEW,New Orleans,Lakefront,GA,None,532,266,100.00%
744,SW,LA,65LA,Belle Chasse,Southern Seaplane,GA,None,400,325,23.08%
760,SW,LA,CWF,Lake Charles,Chennault International,GA,None,325,94,245.74%
867,SW,LA,HUM,Houma,Houma-Terrebonne,GA,None,126,62,103.23%
939,SW,LA,NBG,New Orleans,New Orleans NAS Jrb/Alvin Callender Field,GA,None,85,0,0.00%
954,SW,LA,RSN,Ruston,Ruston Regional,GA,None,79,25,216.00%
1055,SW,LA,TVR,Tallulah,Vicksburg Tallulah Regional,GA,None,50,4,1150.00%
1077,SW,LA,GAO,Galliano,South Lafourche Leonard Miller Jr,GA,None,45,0,0.00%
1131,SW,LA,DTN,Shreveport,Shreveport Downtown,GA,None,35,0,0.00%
1235,SW,LA,HDC,Hammond,Hammond Northshore Regional,GA,None,23,4,475.00%
1301,SW,LA,ARA,New Iberia,Acadiana Regional,GA,None,18,20,-10.00%
1302,SW,LA,ASD,Slidell,Slidell,GA,None,18,30,-40.00%
1328,SW,LA,PTN,Patterson,Harry P Williams Memorial,GA,None,16,10,60.00%
1345,SW,LA,L31,Covington,St Tammany Regional,GA,None,15,120,-87.50%
1421,SW,LA,UXL,Sulphur,Southland Field,GA,None,11,0,0.00%
1458,SW,LA,REG,Gonzales,Louisiana Regional,GA,None,9,10,-10.00%
1832,SW,LA,ESF,Pineville,Esler Regional,GA,None,1,0,0.00%
1842,SW,LA,IYA,Abbeville,Abbeville Chris Crusta Memorial,GA,None,1,0,0.00%
16,NE,MA,BOS,Boston,General Edward Lawrence Logan International,P,L,"20,006,521","18,759,742",6.65%
216,NE,MA,ACK,Nantucket,Nantucket Memorial,P,N,"126,610","113,009",12.04%
257,NE,MA,ORH,Worcester,Worcester Regional,P,N,"71,631","53,931",32.82%
275,NE,MA,MVY,Vineyard Haven,Martha's Vineyard,P,N,"52,605","49,767",5.70%
318,NE,MA,HYA,Hyannis,Barnstable Municipal-Boardman/Polando Field,P,N,"28,341","29,455",-3.78%
409,NE,MA,PVC,Provincetown,Provincetown Municipal,P,N,"10,316","8,900",15.91%
411,NE,MA,BED,Bedford,Laurence G Hanscom Field,P,N,"10,194","10,956",-6.96%
430,NE,MA,EWB,New Bedford,New Bedford Regional,CS,None,"7,956","5,998",32.64%
657,NE,MA,BAF,Westfield,Westfield-Barnes Regional,GA,None,"1,008","1,209",-16.63%
692,NE,MA,CEF,Chicopee,Westover ARB/Metropolitan,GA,None,668,804,-16.92%
772,NE,MA,BVY,Beverly,Beverly Regional,GA,None,277,109,154.13%
830,NE,MA,LWM,Lawrence,Lawrence Municipal,GA,None,180,17,958.82%
831,NE,MA,PSF,Pittsfield,Pittsfield Municipal,GA,None,179,28,539.29%
838,NE,MA,OWD,Norwood,Norwood Memorial,GA,None,173,41,321.95%
1072,NE,MA,PYM,Plymouth,Plymouth Municipal,GA,None,46,34,35.29%
1139,NE,MA,CQX,Chatham,Chatham Municipal,GA,None,34,25,36.00%
1185,NE,MA,FIT,Fitchburg,Fitchburg Municipal,GA,None,27,0,0.00%
1318,NE,MA,ORE,Orange,Orange Municipal,GA,None,17,0,0.00%
1496,NE,MA,AQW,North Adams,Harriman-And-West,GA,None,7,15,-53.33%
1559,NE,MA,1B2,Edgartown,Katama Airpark,GA,None,5,21,-76.19%
1664,NE,MA,7B2,Northampton,Northampton,GA,None,3,0,0.00%
1690,NE,MA,GHG,Marshfield,Marshfield Municipal - George Harlow Field,GA,None,3,10,-70.00%
22,EA,MD,BWI,Glen Burnie,Baltimore/Washington International Thurgood Marshall,P,L,"13,371,816","12,976,554",3.05%
264,EA,MD,SBY,Salisbury,Salisbury-Ocean City Wicomico Regional,P,N,"64,393","57,421",12.14%
335,EA,MD,HGR,Hagerstown,Hagerstown Regional-Richard A Henson Field,P,N,"23,654","25,584",-7.54%
543,EA,MD,ADW,Camp Springs,Joint Base Andrews,GA,None,"2,889","3,903",-25.98%
825,EA,MD,MTN,Middle River,Martin State,GA,None,184,38,384.21%
857,EA,MD,ESN,Easton,Easton/Newnam Field,GA,None,139,27,414.81%
903,EA,MD,NHK,Patuxent River Naval Air Test Center,Patuxent River NAS/Trapnell Field/,GA,None,106,111,-4.50%
911,EA,MD,FDK,Frederick,Frederick Municipal,GA,None,102,44,131.82%
1032,EA,MD,DMW,Westminster,Carroll County Regional/Jack B Poage Field,GA,None,54,4,1250.00%
1094,EA,MD,GAI,Gaithersburg,Montgomery County Airpark,GA,None,42,37,13.51%
1190,EA,MD,OXB,Ocean City,Ocean City Municipal,GA,None,27,3,800.00%
1525,EA,MD,ANP,Annapolis,Lee,GA,None,6,6,0.00%
1566,EA,MD,CBE,Wiley Ford,Greater Cumberland Regional,GA,None,5,0,0.00%
1624,EA,MD,FME,Odenton,Tipton,GA,None,4,0,0.00%
1639,EA,MD,MD1,Massey,Massey Aerodrome,GA,None,4,0,0.00%
1676,EA,MD,CGE,Cambridge,Cambridge-Dorchester Regional,GA,None,3,0,0.00%
1798,EA,MD,W00,Mitchellville,Freeway,GA,None,2,0,0.00%
1824,EA,MD,CGS,College Park,College Park,GA,None,1,0,0.00%
92,NE,ME,PWM,Portland,Portland International Jetport,P,S,"1,062,873","925,903",14.79%
158,NE,ME,BGR,Bangor,Bangor International,P,N,"336,410","302,224",11.31%
362,NE,ME,RKD,Rockland,Knox County Regional,P,N,"17,133","16,092",6.47%
401,NE,ME,PQI,Presque Isle,Presque Isle International,P,N,"10,865","12,735",-14.68%
422,NE,ME,BHB,Bar Harbor,Hancock County-Bar Harbor,CS,None,"8,507","9,509",-10.54%
465,NE,ME,AUG,Augusta,Augusta State,CS,None,"5,530","5,435",1.75%
802,NE,ME,LEW,Auburn,Auburn/Lewiston Municipal,GA,None,220,44,400.00%
882,NE,ME,BST,Belfast,Belfast Municipal,GA,None,120,43,179.07%
898,NE,ME,WVL,Waterville,Waterville Robert Lafleur,GA,None,108,5,2060.00%
933,NE,ME,IZG,Fryeburg,Eastern Slopes Regional,GA,None,88,73,20.55%
945,NE,ME,BXM,Brunswick,Brunswick Executive,GA,None,83,32,159.38%
984,NE,ME,57B,Islesboro,Islesboro,GA,None,69,287,-75.96%
1001,NE,ME,SFM,Sanford,Sanford Seacoast Regional,GA,None,64,4,1500.00%
1303,NE,ME,CAR,Caribou,Caribou Municipal,GA,None,18,0,0.00%
1326,NE,ME,HUL,Houlton,Houlton International,GA,None,16,0,0.00%
1388,NE,ME,0B1,Bethel,Bethel Regional,GA,None,12,4,200.00%
1474,NE,ME,EPM,Eastport,Eastport Municipal,GA,None,8,0,0.00%
1481,NE,ME,MLT,Millinocket,Millinocket Municipal,GA,None,8,0,0.00%
1611,NE,ME,B19,Biddeford,Biddeford Municipal,GA,None,4,0,0.00%
1688,NE,ME,FVE,Frenchville,Northern Aroostook Regional,GA,None,3,0,0.00%
1727,NE,ME,3B1,Greenville,Greenville Municipal,GA,None,2,0,0.00%
1779,NE,ME,MVM,Machias,Machias Valley,GA,None,2,0,0.00%
1785,NE,ME,PNN,Princeton,Princeton Municipal,GA,None,2,0,0.00%
1841,NE,ME,IWI,Wiscasset,Wiscasset,GA,None,1,2,-50.00%
19,GL,MI,DTW,Detroit,Detroit Metropolitan Wayne County,P,L,"17,436,837","17,036,092",2.35%
77,GL,MI,GRR,Grand Rapids,Gerald R Ford International,P,S,"1,631,398","1,412,132",15.53%
150,GL,MI,FNT,Flint,Bishop International,P,N,"361,709","393,549",-8.09%
174,GL,MI,TVC,Traverse City,Cherry Capital,P,N,"247,324","235,137",5.18%
190,GL,MI,LAN,Clinton (Township of),Capital Region International,P,N,"184,018","196,617",-6.41%
202,GL,MI,AZO,Kalamazoo,Kalamazoo/Battle Creek International,P,N,"152,845","146,314",4.46%
215,GL,MI,MBS,Saginaw,MBS International,P,N,"127,627","110,964",15.02%
273,GL,MI,SAW,Gwinn,Sawyer International,P,N,"53,588","50,938",5.20%
324,GL,MI,PLN,Pellston,Pellston Regional Airport of Emmet County,P,N,"25,464","23,961",6.27%
331,GL,MI,CMX,Hancock,Houghton County Memorial,P,N,"24,041","24,843",-3.23%
339,GL,MI,CIU,Sault Ste. Marie,Chippewa County International,P,N,"23,324","22,261",4.78%
348,GL,MI,IMT,Iron Mountain,Ford,P,N,"19,552","17,707",10.42%
352,GL,MI,MKG,Muskegon,Muskegon County,P,N,"18,718","17,007",10.06%
354,GL,MI,ESC,Escanaba,Delta County,P,N,"18,474","16,781",10.09%
395,GL,MI,APN,Alpena,Alpena County Regional,P,N,"11,614","11,317",2.62%
428,GL,MI,MGN,Harbor Springs,Harbor Springs,GA,None,"8,017","8,500",-5.68%
467,GL,MI,IWD,Ironwood,Gogebic-Iron County,CS,None,"5,335","5,348",-0.24%
479,GL,MI,MBL,Manistee,Manistee Co-Blacker,GA,None,"4,721","7,325",-35.55%
499,GL,MI,YIP,Detroit,Willow Run,CS,None,"3,987","2,938",35.70%
549,GL,MI,PTK,Pontiac,Oakland County International,GA,None,"2,698","3,266",-17.39%
635,GL,MI,VLL,Troy,Oakland/Troy,GA,None,"1,252","1,000",25.20%
659,GL,MI,GLR,Gaylord,Gaylord Regional,GA,None,997,925,7.78%
669,GL,MI,DET,Detroit,Coleman A Young Municipal,GA,None,888,741,19.84%
679,GL,MI,CVX,Charlevoix,Charlevoix Municipal,GA,None,809,771,4.93%
956,GL,MI,JXN,Jackson,Jackson County-Reynolds Field,GA,None,78,7,1014.29%
960,GL,MI,LDM,Ludington,Mason County,GA,None,76,3,2433.33%
986,GL,MI,PHN,Port Huron,St Clair County International,GA,None,69,15,360.00%
1027,GL,MI,ANJ,Sault Ste. Marie,Sault Ste Marie Municipal/Sanderson Field,GA,None,55,50,10.00%
1045,GL,MI,83D,St. Ignace,Mackinac County,GA,None,50,50,0.00%
1137,GL,MI,BEH,Benton Harbor,Southwest Michigan Regional,GA,None,34,3,1033.33%
1193,GL,MI,BIV,Holland,West Michigan Regional,GA,None,26,2,1200.00%
1203,GL,MI,BTL,Battle Creek,W K Kellogg,GA,None,25,1,2400.00%
1230,GL,MI,ARB,Ann Arbor,Ann Arbor Municipal,GA,None,23,6,283.33%
1275,GL,MI,IRS,Sturgis,Kirsch Municipal,GA,None,20,0,0.00%
1292,GL,MI,MNM,Menominee,Menominee Regional,GA,None,19,0,0.00%
1306,GL,MI,LWA,South Haven,South Haven Area Regional,GA,None,18,0,0.00%
1314,GL,MI,JYM,Hillsdale,Hillsdale Municipal,GA,None,17,0,0.00%
1325,GL,MI,FKS,Frankfort,Frankfort Dow Memorial Field,GA,None,16,0,0.00%
1383,GL,MI,MOP,Mount Pleasant,Mount Pleasant Municipal,GA,None,13,43,-69.77%
1398,GL,MI,OZW,Howell,Livingston County Spencer J Hardy,GA,None,12,0,0.00%
1467,GL,MI,ADG,Adrian,Lenawee County,GA,None,8,30,-73.33%
1502,GL,MI,HTL,Houghton Lake,Roscommon County - Blodgett Memorial,GA,None,7,0,0.00%
1589,GL,MI,OEB,Coldwater,Branch County Memorial,GA,None,5,0,0.00%
1595,GL,MI,SLH,Cheboygan,Cheboygan County,GA,None,5,0,0.00%
1629,GL,MI,HYX,Saginaw,Saginaw County H W Browne,GA,None,4,0,0.00%
1638,GL,MI,MCD,Mackinac Island,Mackinac Island,GA,None,4,"3,000",-99.87%
1643,GL,MI,ONZ,Grosse Ile (Township of),Grosse Ile Municipal,GA,None,4,0,0.00%
1671,GL,MI,BAX,Bad Axe,Huron County Memorial,GA,None,3,0,0.00%
1718,GL,MI,TTF,Monroe,Custer,GA,None,3,0,0.00%
1734,GL,MI,ACB,Bellaire,Antrim County,GA,None,2,0,0.00%
1755,GL,MI,FFX,Fremont,Fremont Municipal,GA,None,2,0,0.00%
1822,GL,MI,CAD,Cadillac,Wexford County,GA,None,1,1,0.00%
1828,GL,MI,DUH,Lambertville,Toledo Suburban,GA,None,1,0,0.00%
1857,GL,MI,OSC,Oscoda,Oscoda-Wurtsmith,GA,None,1,0,0.00%
17,GL,MN,MSP,Minneapolis,Minneapolis-St Paul International/Wold-Chamberlain,P,L,"18,361,942","18,409,704",-0.26%
191,GL,MN,RST,Rochester,Rochester International,P,N,"182,509","143,675",27.03%
211,GL,MN,DLH,Duluth,Duluth International,P,N,"136,806","122,726",11.47%
313,GL,MN,BJI,Bemidji,Bemidji Regional,P,N,"30,081","29,038",3.59%
344,GL,MN,STC,St. Cloud,St. Cloud Regional,P,N,"22,464","20,918",7.39%
345,GL,MN,BRD,Brainerd,Brainerd Lakes Regional,P,N,"22,233","21,383",3.98%
360,GL,MN,INL,International Falls,Falls International-Einarson Field,P,N,"17,225","15,278",12.74%
364,GL,MN,HIB,Hibbing,Range Regional,P,N,"17,111","15,377",11.28%
476,GL,MN,TVF,Thief River Falls,Thief River Falls Regional,CS,None,"4,805","5,735",-16.22%
725,GL,MN,STP,St. Paul,St Paul Downtown Holman Field,GA,None,483,63,666.67%
832,GL,MN,FCM,Minneapolis,Flying Cloud,GA,None,178,2,8800.00%
893,GL,MN,AXN,Alexandria,Chandler Field,GA,None,111,42,164.29%
988,GL,MN,MKT,Mankato,Mankato Regional,GA,None,68,18,277.78%
1030,GL,MN,ONA,Winona,Winona Municipal-Max Conrad Field,GA,None,55,0,0.00%
1039,GL,MN,ANE,Blaine,Anoka County-Blaine (Janes Field),GA,None,52,0,0.00%
1197,GL,MN,PKD,Park Rapids,Park Rapids Municipal-Konshok Field,GA,None,26,0,0.00%
1238,GL,MN,RGK,Red Wing,Red Wing Regional,GA,None,23,0,0.00%
1267,GL,MN,OWA,Owatonna,Owatonna Degner Regional,GA,None,21,0,0.00%
1333,GL,MN,BDH,Willmar,Willmar Municipal-John L Rice Field,GA,None,15,5,200.00%
1453,GL,MN,MML,Marshall,Southwest Minnesota Regional Marshall/Ryan Field,GA,None,9,25,-64.00%
1500,GL,MN,EVM,Eveleth,Eveleth-Virginia Municipal,GA,None,7,6,16.67%
1501,GL,MN,GPZ,Grand Rapids,Grand Rapids/Itasca County Airport-Gordon Newstrom Field,GA,None,7,0,0.00%
1515,GL,MN,RRT,Warroad,Warroad International Memorial,GA,None,7,0,0.00%
1535,GL,MN,FRM,Fairmont,Fairmont Municipal,GA,None,6,7,-14.29%
1570,GL,MN,ELO,Ely,Ely Municipal,GA,None,5,4,25.00%
1574,GL,MN,FBL,Faribault,Faribault Municipal-Liz Wall Strohfus Field,GA,None,5,0,0.00%
1616,GL,MN,CKC,Grand Marais,Grand Marais/Cook County,GA,None,4,2,100.00%
1632,GL,MN,JYG,St. James,St James Municipal,GA,None,4,0,0.00%
1645,GL,MN,OTG,Worthington,Worthington Municipal,GA,None,4,0,0.00%
1654,GL,MN,ULM,New Ulm,New Ulm Municipal,GA,None,4,0,0.00%
1682,GL,MN,DTL,Detroit Lakes,Detroit Lakes-Wething Field,GA,None,3,12,-75.00%
1687,GL,MN,FFM,Fergus Falls,Fergus Falls Municipal-Einar Mickelson Field,GA,None,3,3,0.00%
1778,GL,MN,MOX,Morris,Morris Municipal - Charlie Schmidt Field,GA,None,2,0,0.00%
1814,GL,MN,AEL,Albert Lea,Albert Lea Municipal,GA,None,1,3,-66.67%
1816,GL,MN,AUM,Austin,Austin Municipal,GA,None,1,0,0.00%
34,CE,MO,STL,St. Louis,St Louis Lambert International,P,M,"7,631,953","7,194,745",6.08%
41,CE,MO,MCI,Kansas City,Kansas City International,P,M,"5,790,847","5,628,581",2.88%
124,CE,MO,SGF,Springfield,Springfield-Branson National,P,S,"523,108","483,259",8.25%
220,CE,MO,COU,Columbia,Columbia Regional,P,N,"120,235","88,650",35.63%
296,CE,MO,JLN,Joplin,Joplin Regional,P,N,"40,013","35,498",12.72%
396,CE,MO,BBG,Branson,Branson,GA,None,"11,459","7,293",57.12%
418,CE,MO,CGI,Scott City,Cape Girardeau Regional,CS,None,"9,160","6,321",44.91%
432,CE,MO,TBN,Fort Leonard Wood (U.S. Army),Waynesville-St Robert Regional Forney Field,CS,None,"7,717","9,078",-14.99%
469,CE,MO,IRK,Kirksville,Kirksville Regional,CS,None,"5,306","5,152",2.99%
513,CE,MO,MKC,Kansas City,Charles B Wheeler Downtown,GA,None,"3,611","3,471",4.03%
707,CE,MO,SUS,Chesterfield,Spirit of St. Louis,GA,None,576,168,242.86%
710,CE,MO,SZL,Knob Noster,Whiteman AFB,GA,None,557,592,-5.91%
885,CE,MO,JEF,Jefferson City,Jefferson City Memorial,GA,None,116,14,728.57%
1022,CE,MO,AIZ,Kaiser,Lee C Fine Memorial,GA,None,57,32,78.13%
1106,CE,MO,FYG,Washington,Washington Regional,GA,None,39,0,0.00%
1224,CE,MO,HAE,Hannibal,Hannibal Regional,GA,None,24,22,9.09%
1293,CE,MO,MO8,Brookfield,North Central Missouri Regional,GA,None,19,0,0.00%
1317,CE,MO,LXT,Lee's Summit,Lee's Summit Municipal,GA,None,17,0,0.00%
1435,CE,MO,UNO,West Plains,West Plains Regional,GA,None,10,2,400.00%
1454,CE,MO,POF,Poplar Bluff,Poplar Bluff Municipal,GA,None,9,4,125.00%
1460,CE,MO,SIK,Sikeston,Sikeston Memorial Municipal,GA,None,9,0,0.00%
1536,CE,MO,HFJ,Monett,Monett Regional,GA,None,6,0,0.00%
1548,CE,MO,PCD,Perryville,Perryville Regional,GA,None,6,0,0.00%
1620,CE,MO,DMO,Sedalia,Sedalia Regional,GA,None,4,0,0.00%
1634,CE,MO,LBO,Lebanon,Floyd W Jones Lebanon,GA,None,4,0,0.00%
1699,CE,MO,MBY,Moberly,Omar N Bradley,GA,None,3,0,0.00%
1716,CE,MO,STJ,St. Joseph,Rosecrans Memorial,GA,None,3,0,0.00%
1717,CE,MO,TRX,Trenton,Trenton Municipal,GA,None,3,0,0.00%
1724,CE,MO,1H0,St. Louis,Creve Coeur,GA,None,2,0,0.00%
1753,CE,MO,FAM,Farmington,Farmington Regional,GA,None,2,0,0.00%
1757,CE,MO,FWB,Branson West,Branson West Municipal - Emerson Field,GA,None,2,0,0.00%
1781,CE,MO,NVD,Nevada,Nevada Municipal,GA,None,2,2,0.00%
116,WP,MP,GSN,Saipan,Francisco C Ada/Saipan International,P,S,"595,181","685,642",-13.19%
301,WP,MP,TNI,Tinian (Municipality),Tinian International,P,N,"38,664","34,910",10.75%
394,WP,MP,GRO,Northern Islands (Municipality),Benjamin Taisacan Manglona International,P,N,"11,625","21,214",-45.20%
128,SO,MS,JAN,Jackson,Jackson-Medgar Wiley Evers International,P,S,"489,454","462,655",5.79%
151,SO,MS,GPT,Gulfport,Gulfport-Biloxi International,P,N,"359,055","324,611",10.61%
287,SO,MS,GTR,Columbus,Golden Triangle Regional,P,N,"46,246","41,632",11.08%
350,SO,MS,MEI,Meridian,Key Field,P,N,"19,332","23,923",-19.19%
377,SO,MS,TUP,Tupelo,Tupelo Regional,P,N,"13,557","11,441",18.49%
415,SO,MS,PIB,Moselle,Hattiesburg-Laurel Regional,CS,None,"9,813","11,726",-16.31%
461,SO,MS,GLH,Greenville,Greenville Mid-Delta,CS,None,"5,634","5,646",-0.21%
846,SO,MS,UOX,Oxford,University-Oxford,GA,None,158,155,1.94%
886,SO,MS,UTA,Tunica,Tunica Municipal,GA,None,116,0,0.00%
916,SO,MS,BIX,Biloxi,Keesler AFB,GA,None,99,0,0.00%
929,SO,MS,HBG,Hattiesburg,Hattiesburg Bobby L Chain Municipal,GA,None,90,0,0.00%
947,SO,MS,HKS,Jackson,Hawkins Field,GA,None,82,4,1950.00%
998,SO,MS,PQL,Pascagoula,Trent Lott International,GA,None,66,2,3200.00%
1053,SO,MS,RNV,Cleveland,Cleveland Municipal,GA,None,50,7,614.29%
1109,SO,MS,HSA,Bay St. Louis,Stennis International,GA,None,39,0,0.00%
1142,SO,MS,GWO,Carroll (County),Greenwood-Leflore,GA,None,34,0,0.00%
1153,SO,MS,PMU,Batesville,Panola County,GA,None,33,0,0.00%
1154,SO,MS,STF,Starkville,George M Bryan,GA,None,33,112,-70.54%
1157,SO,MS,OLV,Olive Branch,Olive Branch,GA,None,32,0,0.00%
1167,SO,MS,HEZ,Natchez,Hardy-Anders Field Natchez-Adams County,GA,None,30,0,0.00%
1251,SO,MS,MBO,Madison,Bruce Campbell Field,GA,None,22,0,0.00%
1363,SO,MS,GNF,Grenada,Grenada Municipal,GA,None,14,0,0.00%
1396,SO,MS,MJD,Picayune,Picayune Municipal,GA,None,12,15,-20.00%
1492,SO,MS,VKS,Vicksburg,Vicksburg Municipal,GA,None,8,2,300.00%
1511,SO,MS,OSX,Kosciusko,Kosciusko-Attala County,GA,None,7,0,0.00%
1607,SO,MS,87I,Yazoo City,Yazoo County,GA,None,4,0,0.00%
1700,SO,MS,MCB,McComb,McComb/Pike County/John E Lewis Field,GA,None,3,0,0.00%
1746,SO,MS,CKM,Clarksdale,Fletcher Field,GA,None,2,1,100.00%
1772,SO,MS,LUL,Laurel,Hesler-Noble Field,GA,None,2,0,0.00%
109,NM,MT,BZN,Bozeman,Bozeman Yellowstone International,P,S,"670,295","598,712",11.96%
134,NM,MT,BIL,Billings,Billings Logan International,P,N,"440,263","415,093",6.06%
137,NM,MT,MSO,Missoula,Missoula International,P,N,"425,563","387,976",9.69%
163,NM,MT,GPI,Kalispell,Glacier Park International,P,N,"307,242","272,279",12.84%
193,NM,MT,GTF,Great Falls,Great Falls International,P,N,"176,434","171,049",3.15%
225,NM,MT,HLN,Helena,Helena Regional,P,N,"115,438","103,773",11.24%
323,NM,MT,BTM,Butte,Bert Mooney,P,N,"25,803","27,703",-6.86%
413,NM,MT,SDY,Sidney,Sidney-Richland Regional,P,N,"10,055","8,429",19.29%
425,NM,MT,WYS,West Yellowstone,Yellowstone,P,N,"8,200","8,786",-6.67%
493,NM,MT,GGW,Glasgow,Wokal Field/Glasgow-Valley County,CS,None,"4,201","3,517",19.45%
503,NM,MT,OLF,Wolf Point,L M Clayton,CS,None,"3,851","3,804",1.24%
528,NM,MT,HVR,Havre,Havre City-County,CS,None,"3,237","2,716",19.18%
547,NM,MT,GDV,Glendive,Dawson Community,CS,None,"2,739","2,229",22.88%
781,NM,MT,32S,Stevensville,Stevensville,GA,None,260,0,0.00%
840,NM,MT,EKS,Ennis,Ennis - Big Sky,GA,None,169,0,0.00%
852,NM,MT,6S5,Hamilton,Ravalli County,GA,None,144,0,0.00%
901,NM,MT,DLN,Dillon,Dillon,GA,None,107,0,0.00%
919,NM,MT,LVM,Livingston,Mission Field,GA,None,97,0,0.00%
1062,NM,MT,6S0,Big Timber,Big Timber,GA,None,48,0,0.00%
1147,NM,MT,S59,Libby,Libby,GA,None,34,70,-51.43%
1202,NM,MT,3U3,Anaconda,Bowman Field,GA,None,25,0,0.00%
1218,NM,MT,9S4,Superior,Mineral County,GA,None,24,10,140.00%
1277,NM,MT,S34,Plains,Plains,GA,None,20,0,0.00%
1310,NM,MT,38S,Deer Lodge,Deer Lodge-City-County,GA,None,17,0,0.00%
1382,NM,MT,MLS,Miles City,Frank Wiley Field,GA,None,13,1,1200.00%
1478,NM,MT,LWT,Lewistown,Lewistown Municipal,GA,None,8,3,166.67%
1678,NM,MT,CTB,Cut Bank,Cut Bank International,GA,None,3,0,0.00%
1801,NM,MT,0MT3,Hamilton,Stock Farm,GA,None,1,0,0.00%
12,SO,NC,CLT,Charlotte,Charlotte/Douglas International,P,L,"22,281,949","22,011,251",1.23%
39,SO,NC,RDU,Raleigh,Raleigh-Durham International,P,M,"6,258,101","5,692,659",9.93%
96,SO,NC,GSO,Greensboro,Piedmont Triad International,P,S,"938,593","881,024",6.53%
118,SO,NC,AVL,Asheville,Asheville Regional,P,S,"573,206","478,061",19.90%
130,SO,NC,ILM,Wilmington,Wilmington International,P,S,"468,816","422,553",10.95%
176,SO,NC,FAY,Fayetteville,Fayetteville Regional/Grannis Field,P,N,"234,998","238,568",-1.50%
203,SO,NC,OAJ,Jacksonville,Albert J Ellis,P,N,"152,448","155,342",-1.86%
208,SO,NC,JQF,Concord,Concord-Padgett Regional,P,N,"147,065","129,034",13.97%
227,SO,NC,EWN,New Bern,Coastal Carolina Regional,P,N,"111,172","111,147",0.02%
277,SO,NC,PGV,Greenville,Pitt-Greenville,P,N,"51,599","51,966",-0.71%
365,SO,NC,AKH,Gastonia,Gastonia Municipal,GA,None,"16,916",0,0.00%
445,SO,NC,POB,Fayetteville,Pope AAF,GA,None,"6,556","8,418",-22.12%
649,SO,NC,ECG,Elizabeth City,Elizabeth City CG Air Station/Regional,GA,None,"1,087",787,38.12%
663,SO,NC,HKY,Hickory,Hickory Regional,GA,None,934,611,52.86%
691,SO,NC,INT,Winston-Salem,Smith Reynolds,GA,None,691,608,13.65%
720,SO,NC,ISO,Kinston,Kinston Regional Jetport at Stallings Field,GA,None,505,308,63.96%
800,SO,NC,EQY,Monroe,Charlotte-Monroe Executive,GA,None,228,1,22700.00%
828,SO,NC,SOP,Southern Pines,Moore County,GA,None,183,5,3560.00%
905,SO,NC,RWI,Rocky Mount,Rocky Mount-Wilson Regional,GA,None,105,726,-85.54%
912,SO,NC,LBT,Lumberton,Lumberton Regional,GA,None,101,0,0.00%
923,SO,NC,MQI,Manteo,Dare County Regional,GA,None,95,27,251.85%
928,SO,NC,GWW,Goldsboro,Wayne Executive Jetport,GA,None,91,0,0.00%
985,SO,NC,BUY,Burlington,Burlington-Alamance Regional,GA,None,69,0,0.00%
1017,SO,NC,SUT,Southport,Cape Fear Regional Jetport/Howie Franklin Field,GA,None,59,7,742.86%
1075,SO,NC,UKF,North Wilkesboro,Wilkes County,GA,None,46,0,0.00%
1099,SO,NC,TTA,Sanford,Raleigh Exec Jetport at Sanford-Lee County,GA,None,41,0,0.00%
1150,SO,NC,FQD,Rutherfordton,Rutherford County-Marchman Field,GA,None,33,0,0.00%
1161,SO,NC,MRH,Beaufort,Michael J Smith Field,GA,None,31,0,0.00%
1166,SO,NC,DPL,Kenansville,Duplin County,GA,None,30,0,0.00%
1189,SO,NC,ONX,Currituck,Currituck County Regional,GA,None,27,0,0.00%
1210,SO,NC,HSE,Hatteras,Billy Mitchell,GA,None,25,19,31.58%
1214,SO,NC,RHP,Andrews,Western Carolina Regional,GA,None,25,0,0.00%
1245,SO,NC,EXX,Lexington,Davidson County,GA,None,22,2,1000.00%
